"position","const","created","modified","description","Title","Title type","Directors","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"790","tt0098382","Fri Apr 12 17:13:02 2013","Fri Apr 12 17:13:02 2013","","Star Trek V: The Final Frontier","Feature Film","William Shatner","5.4","107","1989","action, adventure, sci_fi, thriller","38955","1989-06-09","http://www.imdb.com/title/tt0098382/"
"791","tt0102975","Fri Apr 12 17:13:32 2013","Fri Apr 12 17:13:32 2013","","Star Trek VI: The Undiscovered Country","Feature Film","Nicholas Meyer","7.2","113","1991","action, adventure, mystery, sci_fi, thriller","50046","1991-12-03","http://www.imdb.com/title/tt0102975/"
"792","tt0111280","Fri Apr 12 17:21:36 2013","Fri Apr 12 17:21:36 2013","","Star Trek: Generations","Feature Film","David Carson","6.6","118","1994","action, adventure, mystery, sci_fi, thriller","54583","1994-11-17","http://www.imdb.com/title/tt0111280/"
"793","tt0117731","Fri Apr 12 17:21:54 2013","Fri Apr 12 17:21:54 2013","","Star Trek: First Contact","Feature Film","Jonathan Frakes","7.6","111","1996","action, adventure, sci_fi, thriller","90423","1996-11-18","http://www.imdb.com/title/tt0117731/"
"794","tt0120844","Fri Apr 12 17:22:18 2013","Fri Apr 12 17:22:18 2013","","Star Trek: Insurrection","Feature Film","Jonathan Frakes","6.4","103","1998","action, adventure, sci_fi, thriller","51587","1998-12-11","http://www.imdb.com/title/tt0120844/"
"795","tt0253754","Fri Apr 12 17:22:45 2013","Fri Apr 12 17:22:45 2013","","Star Trek: Nemesis","Feature Film","Stuart Baird","6.4","116","2002","action, adventure, sci_fi, thriller","52450","2002-12-09","http://www.imdb.com/title/tt0253754/"
"796","tt0103772","Mon May  6 18:23:33 2013","Mon May  6 18:23:33 2013","","Basic Instinct","Feature Film","Paul Verhoeven","6.9","127","1992","drama, mystery, thriller","119444","1992-03-20","http://www.imdb.com/title/tt0103772/"
"797","tt0430912","Mon May  6 18:24:11 2013","Mon May  6 18:24:11 2013","","Basic Instinct 2","Feature Film","Michael Caton-Jones","4.2","114","2006","drama, mystery, thriller","28591","2006-03-21","http://www.imdb.com/title/tt0430912/"
"798","tt0281322","Sun Sep 22 17:33:31 2013","Sun Sep 22 17:33:31 2013","","Undisputed","Feature Film","Walter Hill","6.1","94","2002","action, crime, drama, sport","18911","2002-05-31","http://www.imdb.com/title/tt0281322/"
"799","tt0443676","Sun Sep 22 17:34:23 2013","Sun Sep 22 17:34:23 2013","","Undisputed 2: Last Man Standing","Feature Film","Isaac Florentine","7.1","98","2006","action, crime, drama, sport","20230","2006-04-11","http://www.imdb.com/title/tt0443676/"
"800","tt1156466","Sun Sep 22 17:34:50 2013","Sun Sep 22 17:34:50 2013","","Undisputed 3: Redemption","Feature Film","Isaac Florentine","7.5","96","2010","action, crime, drama, sport","23392","2010-04-17","http://www.imdb.com/title/tt1156466/"
"801","tt1174954","Tue Sep 24 18:51:46 2013","Tue Sep 24 18:51:46 2013","","Resident Evil: Degeneration","Feature Film","Makoto Kamiya","6.6","97","2008","animation, action, horror, sci_fi, thriller","22912","2008-10-17","http://www.imdb.com/title/tt1174954/"
"802","tt1753496","Tue Sep 24 18:51:57 2013","Tue Sep 24 18:51:57 2013","","Resident Evil: Damnation","Feature Film","Makoto Kamiya","6.5","100","2012","animation, action, horror, sci_fi, thriller","12931","2012-09-24","http://www.imdb.com/title/tt1753496/"
"803","tt0948470","Wed Dec 11 07:01:54 2013","Wed Dec 11 07:01:54 2013","","The Amazing Spider-Man","Feature Film","Marc Webb","7.1","136","2012","action, adventure, fantasy","388099","2012-06-13","http://www.imdb.com/title/tt0948470/"
"804","tt1872181","Wed Dec 11 07:02:09 2013","Wed Dec 11 07:02:09 2013","","The Amazing Spider-Man 2","Feature Film","Marc Webb","6.9","142","2014","action, adventure, fantasy","262666","2014-04-10","http://www.imdb.com/title/tt1872181/"
"805","tt1323594","Sun Dec 29 16:31:02 2013","Sun Dec 29 16:31:02 2013","","Despicable Me","Feature Film","Pierre Coffin, Chris Renaud","7.7","95","2010","animation, comedy, family","315427","2010-06-20","http://www.imdb.com/title/tt1323594/"
"806","tt1690953","Sun Dec 29 16:31:11 2013","Sun Dec 29 16:31:11 2013","","Despicable Me 2","Feature Film","Pierre Coffin, Chris Renaud","7.5","98","2013","animation, comedy, family","232263","2013-06-16","http://www.imdb.com/title/tt1690953/"
"807","tt0985694","Fri Feb 28 22:52:26 2014","Fri Feb 28 22:52:26 2014","","Machete","Feature Film","Ethan Maniquis, Robert Rodriguez","6.7","105","2010","action, crime, thriller","152815","2010-09-01","http://www.imdb.com/title/tt0985694/"
"808","tt2002718","Fri Feb 28 22:52:34 2014","Fri Feb 28 22:52:34 2014","","Machete Kills","Feature Film","Robert Rodriguez","5.7","107","2013","action, crime, thriller","49673","2013-09-19","http://www.imdb.com/title/tt2002718/"
"809","tt2002719","Fri Feb 28 22:52:46 2014","Fri Feb 28 22:52:46 2014","","Machete Kills in Space","Feature Film","Robert Rodriguez","","","????","action","","","http://www.imdb.com/title/tt2002719/"
"810","tt1232829","Sat Mar  1 13:32:57 2014","Sat Mar  1 13:32:57 2014","","21 Jump Street","Feature Film","Phil Lord, Christopher Miller","7.2","109","2012","action, comedy, crime","347174","2012-03-12","http://www.imdb.com/title/tt1232829/"
"811","tt2294449","Sat Mar  1 13:33:06 2014","Sat Mar  1 13:33:06 2014","","22 Jump Street","Feature Film","Phil Lord, Christopher Miller","7.1","112","2014","action, comedy, crime","192902","2014-06-05","http://www.imdb.com/title/tt2294449/"
"812","tt0115571","Mon Mar 10 20:38:46 2014","Mon Mar 10 20:38:46 2014","","The Arrival","Feature Film","David Twohy","6.3","115","1996","action, mystery, sci_fi, thriller","23380","1996-05-31","http://www.imdb.com/title/tt0115571/"
"813","tt0122961","Mon Mar 10 20:39:00 2014","Mon Mar 10 20:39:00 2014","","Arrival II","Feature Film","Kevin S. Tenney","3.8","101","1998","action, adventure, sci_fi, thriller","2176","1998-11-06","http://www.imdb.com/title/tt0122961/"
"814","tt0134273","Mon Mar 10 20:47:15 2014","Mon Mar 10 20:47:15 2014","","8MM","Feature Film","Joel Schumacher","6.5","123","1999","crime, drama, mystery, thriller","97795","1999-02-19","http://www.imdb.com/title/tt0134273/"
"815","tt0448172","Mon Mar 10 20:47:25 2014","Mon Mar 10 20:47:25 2014","","8MM 2","Video","J.S. Cardone","4.6","106","2005","drama, mystery, thriller","3472","2005-11-22","http://www.imdb.com/title/tt0448172/"
"816","tt1132620","Mon Mar 10 20:47:59 2014","Mon Mar 10 20:47:59 2014","","The Girl with the Dragon Tattoo","Feature Film","Niels Arden Oplev","7.8","152","2009","crime, drama, mystery, thriller","158693","2009-02-27","http://www.imdb.com/title/tt1132620/"
"817","tt1216487","Mon Mar 10 20:48:34 2014","Mon Mar 10 20:48:34 2014","","The Girl Who Played with Fire","Feature Film","Daniel Alfredson","7.1","129","2009","crime, drama, mystery, thriller","65436","2009-09-18","http://www.imdb.com/title/tt1216487/"
"818","tt1343097","Mon Mar 10 20:48:46 2014","Mon Mar 10 20:48:46 2014","","The Girl Who Kicked the Hornet's Nest","Feature Film","Daniel Alfredson","7.3","147","2009","crime, drama, thriller","45162","2009-11-27","http://www.imdb.com/title/tt1343097/"
"819","tt0369226","Mon Mar 10 21:06:13 2014","Mon Mar 10 21:06:13 2014","","Alone in the Dark","Feature Film","Uwe Boll","2.3","96","2005","action, horror, sci_fi","35822","2005-01-28","http://www.imdb.com/title/tt0369226/"
"820","tt0913951","Mon Mar 10 21:06:24 2014","Mon Mar 10 21:06:24 2014","","Alone in the Dark II","Video","Michael Roesch, Peter Scheerer","3.5","87","2008","fantasy, horror, thriller","4367","2008-09-25","http://www.imdb.com/title/tt0913951/"
"821","tt0383222","Mon Mar 10 21:07:36 2014","Mon Mar 10 21:07:36 2014","","BloodRayne","Feature Film","Uwe Boll","2.8","95","2005","action, adventure, fantasy, horror","29362","2005-10-23","http://www.imdb.com/title/tt0383222/"
"822","tt0896036","Mon Mar 10 21:07:50 2014","Mon Mar 10 21:07:50 2014","","BloodRayne: Deliverance","Video","Uwe Boll","2.6","99","2007","action, fantasy, western","7838","2007-09-18","http://www.imdb.com/title/tt0896036/"
"823","tt1153546","Mon Mar 10 21:07:59 2014","Mon Mar 10 21:07:59 2014","","BloodRayne: The Third Reich","Feature Film","Uwe Boll","3.0","79","2011","action, adventure, fantasy, horror","4521","2011-05-02","http://www.imdb.com/title/tt1153546/"
"824","tt0460780","Mon Mar 10 21:08:55 2014","Mon Mar 10 21:08:55 2014","","In the Name of the King: A Dungeon Siege Tale","Feature Film","Uwe Boll","3.8","127","2007","action, adventure, drama, fantasy","36103","2007-04-11","http://www.imdb.com/title/tt0460780/"
"825","tt1767319","Mon Mar 10 21:09:07 2014","Mon Mar 10 21:09:07 2014","","In the Name of the King 2: Two Worlds","Feature Film","Uwe Boll","3.1","96","2011","action, adventure, drama, fantasy","3384","2011-12-27","http://www.imdb.com/title/tt1767319/"
"826","tt2379386","Mon Mar 10 21:09:20 2014","Mon Mar 10 21:09:20 2014","","In the Name of the King 3: The Last Job","Feature Film","Uwe Boll","3.3","86","2014","action, adventure, drama, fantasy","972","2014-02-05","http://www.imdb.com/title/tt2379386/"
"827","tt0123755","Mon Mar 17 07:50:39 2014","Mon Mar 17 07:50:39 2014","","Cube","Feature Film","Vincenzo Natali","7.4","90","1997","mystery, sci_fi, thriller","140599","1997-09-09","http://www.imdb.com/title/tt0123755/"
"828","tt0285492","Mon Mar 17 07:50:58 2014","Mon Mar 17 07:50:58 2014","","Cube²: Hypercube","Feature Film","Andrzej Sekula","5.6","94","2002","mystery, sci_fi, thriller","45041","2002-07-29","http://www.imdb.com/title/tt0285492/"
"829","tt0377713","Mon Mar 17 07:51:14 2014","Mon Mar 17 07:51:14 2014","","Cube Zero","Feature Film","Ernie Barbarash","5.7","97","2004","mystery, sci_fi, thriller","24235","2004-10-15","http://www.imdb.com/title/tt0377713/"
"830","tt1928330","Thu Mar 27 13:26:46 2014","Thu Mar 27 13:26:46 2014","","Bad Ass","Feature Film","Craig Moss","5.5","90","2012","action, comedy, crime","14199","2012-04-13","http://www.imdb.com/title/tt1928330/"
"831","tt2996648","Thu Mar 27 13:27:10 2014","Thu Mar 27 13:27:10 2014","","Bad Ass 2: Bad Asses","Video","Craig Moss","5.5","91","2014","action, drama","2583","2014-02-17","http://www.imdb.com/title/tt2996648/"
"832","tt1160368","Thu Mar 27 13:27:58 2014","Thu Mar 27 13:27:58 2014","","12 Rounds","Feature Film","Renny Harlin","5.6","108","2009","action, crime, thriller","20770","2009-03-19","http://www.imdb.com/title/tt1160368/"
"833","tt2317524","Thu Mar 27 13:28:11 2014","Thu Mar 27 13:28:11 2014","","12 Rounds 2: Reloaded","Video","Roel Reiné","5.4","95","2013","action, adventure, thriller","3069","2013-06-04","http://www.imdb.com/title/tt2317524/"
"834","tt2334841","Thu Mar 27 13:29:06 2014","Thu Mar 27 13:29:06 2014","","The Marine 3: Homefront","Video","Scott Wiper","4.9","86","2013","action, thriller","2797","2013-03-05","http://www.imdb.com/title/tt2334841/"
"835","tt1591095","Mon Apr 28 14:45:30 2014","Mon Apr 28 14:45:30 2014","","Insidious","Feature Film","James Wan","6.8","103","2010","drama, horror, mystery, thriller","163235","2010-09-14","http://www.imdb.com/title/tt1591095/"
"836","tt2226417","Mon Apr 28 14:46:06 2014","Mon Apr 28 14:46:06 2014","","Insidious: Chapter 2","Feature Film","James Wan","6.6","106","2013","horror, thriller","81144","2013-09-13","http://www.imdb.com/title/tt2226417/"
"837","tt3195644","Mon Apr 28 14:46:33 2014","Mon Apr 28 14:46:33 2014","","Insidious: Chapter 3","Feature Film","Leigh Whannell","","97","2015","horror","","2015-05-28","http://www.imdb.com/title/tt3195644/"
"838","tt1470827","Tue May 20 07:10:08 2014","Tue May 20 07:10:08 2014","","Monsters","Feature Film","Gareth Edwards","6.4","94","2010","drama, sci_fi, thriller","69540","2010-03-13","http://www.imdb.com/title/tt1470827/"
"839","tt1935302","Tue May 20 07:10:20 2014","Tue May 20 07:10:20 2014","","Monsters: Dark Continent","Feature Film","Tom Green","4.4","119","2014","drama, sci_fi, thriller","2175","2014-09-26","http://www.imdb.com/title/tt1935302/"
"840","tt2103281","Tue Jul 22 12:22:20 2014","Tue Jul 22 12:22:20 2014","","Dawn of the Planet of the Apes","Feature Film","Matt Reeves","7.7","130","2014","action, drama, sci_fi, thriller","249136","2014-06-26","http://www.imdb.com/title/tt2103281/"
"841","tt1840309","Tue Aug  5 11:12:49 2014","Tue Aug  5 11:12:49 2014","","Divergent","Feature Film","Neil Burger","6.8","139","2014","adventure, sci_fi, thriller","261721","2014-03-18","http://www.imdb.com/title/tt1840309/"
"842","tt2908446","Tue Aug  5 11:13:14 2014","Tue Aug  5 11:13:14 2014","","Insurgent","Feature Film","Robert Schwentke","6.9","119","2015","adventure, sci_fi, thriller","40396","2015-03-11","http://www.imdb.com/title/tt2908446/"
"843","tt3410834","Tue Aug  5 11:13:36 2014","Tue Aug  5 11:13:36 2014","","Allegiant: Part 1","Feature Film","Robert Schwentke","","","2016","adventure, sci_fi","","2016-03-17","http://www.imdb.com/title/tt3410834/"
"844","tt3663184","Tue Aug  5 11:13:56 2014","Tue Aug  5 11:13:56 2014","","Allegiant: Part 2","Feature Film","","","","2017","adventure, romance, sci_fi","","2017-03-24","http://www.imdb.com/title/tt3663184/"
"845","tt1436562","Fri Aug  8 11:09:13 2014","Fri Aug  8 11:09:13 2014","","Rio","Feature Film","Carlos Saldanha","7.0","96","2011","animation, adventure, comedy, family, musical","144081","2011-03-22","http://www.imdb.com/title/tt1436562/"
"846","tt2357291","Fri Aug  8 11:12:03 2014","Fri Aug  8 11:12:03 2014","","Rio 2","Feature Film","Carlos Saldanha","6.4","101","2014","animation, adventure, comedy, family","46027","2014-03-20","http://www.imdb.com/title/tt2357291/"
"847","tt0418763","Wed Aug 13 14:25:59 2014","Wed Aug 13 14:25:59 2014","","Jarhead","Feature Film","Sam Mendes","7.1","125","2005","drama, war","129698","2005-11-04","http://www.imdb.com/title/tt0418763/"
"848","tt3699508","Wed Aug 13 14:27:06 2014","Wed Aug 13 14:27:06 2014","","Jarhead 2: Field of Fire","Feature Film","Don Michael Paul","5.5","103","2014","action, drama, war","2262","2014-08-08","http://www.imdb.com/title/tt3699508/"
"849","tt1412386","Thu Aug 14 13:36:12 2014","Thu Aug 14 13:36:12 2014","","The Best Exotic Marigold Hotel","Feature Film","John Madden","7.3","124","2011","comedy, drama","63790","2011-11-30","http://www.imdb.com/title/tt1412386/"
"850","tt2555736","Thu Aug 14 13:36:17 2014","Thu Aug 14 13:36:17 2014","","The Second Best Exotic Marigold Hotel","Feature Film","John Madden","6.8","122","2015","comedy, drama","5019","2015-02-26","http://www.imdb.com/title/tt2555736/"
"851","tt1937390","Thu Aug 14 13:40:03 2014","Thu Aug 14 13:40:03 2014","","Nymphomaniac: Vol. I","Feature Film","Lars von Trier","7.1","117","2013","drama","62811","2013-12-25","http://www.imdb.com/title/tt1937390/"
"852","tt2382009","Thu Aug 14 13:40:29 2014","Thu Aug 14 13:40:29 2014","","Nymphomaniac: Vol. II","Feature Film","Lars von Trier","6.8","123","2013","drama","42984","2013-12-25","http://www.imdb.com/title/tt2382009/"
"853","tt1490017","Fri Aug 15 22:20:19 2014","Fri Aug 15 22:20:19 2014","","The Lego Movie","Feature Film","Phil Lord, Christopher Miller","7.8","100","2014","animation, adventure, comedy, family, fantasy","203166","2014-02-01","http://www.imdb.com/title/tt1490017/"
"854","tt3513498","Fri Aug 15 22:20:25 2014","Fri Aug 15 22:20:25 2014","","The Lego Movie Sequel","Feature Film","Rob Schrab","","","2018","animation","","2018-05-18","http://www.imdb.com/title/tt3513498/"
"855","tt1905041","Sun Aug 17 03:02:34 2014","Sun Aug 17 03:02:34 2014","","Fast & Furious 6","Feature Film","Justin Lin","7.2","130","2013","action, crime, thriller","257644","2013-05-07","http://www.imdb.com/title/tt1905041/"
"856","tt2820852","Sun Aug 17 03:03:20 2014","Sun Aug 17 03:03:20 2014","","Furious Seven","Feature Film","James Wan","7.8","137","2015","action, crime, thriller","133632","2015-03-16","http://www.imdb.com/title/tt2820852/"
"857","tt1596365","Fri Aug 22 15:05:17 2014","Fri Aug 22 15:05:17 2014","","The Woman in Black","Feature Film","James Watkins","6.5","95","2012","drama, horror, thriller","124171","2012-02-03","http://www.imdb.com/title/tt1596365/"
"858","tt2339741","Fri Aug 22 15:05:41 2014","Fri Aug 22 15:05:41 2014","","The Woman in Black 2: Angel of Death","Feature Film","Tom Harper","4.9","98","2014","drama, horror, thriller","10973","2014-12-30","http://www.imdb.com/title/tt2339741/"
"859","tt1740047","Fri Aug 22 15:11:54 2014","Fri Aug 22 15:11:54 2014","","The Trip","Feature Film","Michael Winterbottom","7.0","107","2010","comedy, drama","15025","2010-09","http://www.imdb.com/title/tt1740047/"
"860","tt2967006","Fri Aug 22 15:11:59 2014","Fri Aug 22 15:11:59 2014","","The Trip to Italy","Feature Film","Michael Winterbottom","6.7","108","2014","comedy, drama","8103","2014-01-20","http://www.imdb.com/title/tt2967006/"
"861","tt0168501","Mon Aug 25 04:51:32 2014","Mon Aug 25 04:51:32 2014","","The Best Man","Feature Film","Malcolm D. Lee","6.6","120","1999","comedy, drama","5774","1999-09-02","http://www.imdb.com/title/tt0168501/"
"862","tt2083355","Mon Aug 25 04:51:45 2014","Mon Aug 25 04:51:45 2014","","The Best Man Holiday","Feature Film","Malcolm D. Lee","6.7","123","2013","comedy, drama","10301","2013-11-15","http://www.imdb.com/title/tt2083355/"
"863","tt3345056","Mon Aug 25 04:52:01 2014","Mon Aug 25 04:52:01 2014","","The Best Man Wedding","Feature Film","Malcolm D. Lee","","","2016","comedy, romance","","2016-04-15","http://www.imdb.com/title/tt3345056/"
"864","tt0313911","Tue Sep  2 06:08:09 2014","Tue Sep  2 06:08:09 2014","","Agent Cody Banks","Feature Film","Harald Zwart","5.0","102","2003","action, adventure, comedy, crime, family, romance, thriller","23544","2003-03-14","http://www.imdb.com/title/tt0313911/"
"865","tt0358349","Tue Sep  2 06:08:36 2014","Tue Sep  2 06:08:36 2014","","Agent Cody Banks 2: Destination London","Feature Film","Kevin Allen","4.4","100","2004","action, adventure, comedy, family, romance, sci_fi","9730","2004-03-12","http://www.imdb.com/title/tt0358349/"
"866","tt0115433","Tue Sep  2 06:48:10 2014","Tue Sep  2 06:48:10 2014","","101 Dalmatians","Feature Film","Stephen Herek","5.6","103","1996","adventure, comedy, family","63679","1996-11-18","http://www.imdb.com/title/tt0115433/"
"867","tt0211181","Tue Sep  2 06:48:24 2014","Tue Sep  2 06:48:24 2014","","102 Dalmatians","Feature Film","Kevin Lima","4.8","100","2000","adventure, comedy, family","23386","2000-11-22","http://www.imdb.com/title/tt0211181/"
"868","tt0357413","Tue Sep  2 07:00:50 2014","Tue Sep  2 07:00:50 2014","","Anchorman: The Legend of Ron Burgundy","Feature Film","Adam McKay","7.3","94","2004","comedy","235015","2004-06-28","http://www.imdb.com/title/tt0357413/"
"869","tt1229340","Tue Sep  2 07:01:23 2014","Tue Sep  2 07:01:23 2014","","Anchorman 2: The Legend Continues","Feature Film","Adam McKay","6.4","119","2013","comedy","108155","2013-11-24","http://www.imdb.com/title/tt1229340/"
"870","tt0091431","Tue Sep  2 07:04:25 2014","Tue Sep  2 07:04:25 2014","","Armour of God","Feature Film","Jackie Chan","7.0","88","1986","action, adventure, comedy","10805","1986-08-16","http://www.imdb.com/title/tt0091431/"
"871","tt0099558","Tue Sep  2 07:04:33 2014","Tue Sep  2 07:04:33 2014","","Armour of God 2: Operation Condor","Feature Film","Jackie Chan","7.2","106","1991","action, adventure, comedy, crime, thriller","12132","1991-02-07","http://www.imdb.com/title/tt0099558/"
"872","tt1424310","Tue Sep  2 07:04:51 2014","Tue Sep  2 07:04:51 2014","","Chinese Zodiac","Feature Film","Jackie Chan","6.2","103","2012","action, adventure","13059","2012-12-12","http://www.imdb.com/title/tt1424310/"
"873","tt0089374","Tue Sep  2 07:05:15 2014","Tue Sep  2 07:05:15 2014","","Police Story","Feature Film","Jackie Chan","7.6","101","1985","action, comedy, thriller, crime","16917","1985-12-14","http://www.imdb.com/title/tt0089374/"
"874","tt0095403","Tue Sep  2 07:05:49 2014","Tue Sep  2 07:05:49 2014","","Police Story 2","Feature Film","Jackie Chan","7.2","101","1988","action, comedy, crime, thriller","10179","1988-08-13","http://www.imdb.com/title/tt0095403/"
"875","tt0104558","Tue Sep  2 07:06:32 2014","Tue Sep  2 07:06:32 2014","","Police Story 3: Supercop","Feature Film","Stanley Tong","6.9","95","1992","action, comedy, crime, thriller","13195","1992-07-04","http://www.imdb.com/title/tt0104558/"
"876","tt0106544","Tue Sep  2 07:06:46 2014","Tue Sep  2 07:06:46 2014","","Supercop 2","Feature Film","Stanley Tong","6.2","104","1993","action, comedy, crime, thriller","2865","1993-10-21","http://www.imdb.com/title/tt0106544/"
"877","tt0386005","Tue Sep  2 07:07:00 2014","Tue Sep  2 07:07:00 2014","","New Police Story","Feature Film","Benny Chan","7.0","123","2004","action, crime, drama, thriller","16832","2004-09-23","http://www.imdb.com/title/tt0386005/"
"878","tt2599716","Tue Sep  2 07:07:16 2014","Tue Sep  2 07:07:16 2014","","Police Story: Lockdown","Feature Film","Sheng Ding","6.2","110","2013","action, crime, drama, thriller","3638","2013-12-24","http://www.imdb.com/title/tt2599716/"
"879","tt0116704","Tue Sep  2 07:08:05 2014","Tue Sep  2 07:08:05 2014","","Jackie Chan's First Strike","Feature Film","Stanley Tong","6.6","107","1996","action, adventure, comedy, crime, drama, thriller","13128","1996-02-10","http://www.imdb.com/title/tt0116704/"
"880","tt0112471","Tue Sep  2 07:37:06 2014","Tue Sep  2 07:37:06 2014","","Before Sunrise","Feature Film","Richard Linklater","8.1","105","1995","drama, romance","152378","1995-01-27","http://www.imdb.com/title/tt0112471/"
"881","tt0381681","Tue Sep  2 07:37:15 2014","Tue Sep  2 07:37:15 2014","","Before Sunset","Feature Film","Richard Linklater","8.1","80","2004","drama, romance","141648","2004-02-10","http://www.imdb.com/title/tt0381681/"
"882","tt2209418","Tue Sep  2 07:37:23 2014","Tue Sep  2 07:37:23 2014","","Before Midnight","Feature Film","Richard Linklater","8.0","109","2013","drama, romance","77151","2013-01-20","http://www.imdb.com/title/tt2209418/"
"883","tt0133385","Wed Sep  3 03:49:46 2014","Wed Sep  3 03:49:46 2014","","Asterix and Obelix vs. Caesar","Feature Film","Claude Zidi","5.8","109","1999","adventure, comedy, family, fantasy","27827","1999-02-03","http://www.imdb.com/title/tt0133385/"
"884","tt0250223","Wed Sep  3 03:50:02 2014","Wed Sep  3 03:50:02 2014","","Asterix and Obelix Meet Cleopatra","Feature Film","Alain Chabat","6.6","107","2002","adventure, comedy, family, fantasy","33737","2002-01-30","http://www.imdb.com/title/tt0250223/"
"885","tt0463872","Wed Sep  3 03:50:16 2014","Wed Sep  3 03:50:16 2014","","Asterix at the Olympic Games","Feature Film","Frédéric Forestier, Thomas Langmann","5.0","116","2008","adventure, comedy, family, fantasy","18147","2008-01-13","http://www.imdb.com/title/tt0463872/"
"886","tt1597522","Wed Sep  3 03:50:31 2014","Wed Sep  3 03:50:31 2014","","Astérix and Obélix: God Save Britannia","Feature Film","Laurent Tirard","5.3","110","2012","adventure, comedy, family","7343","2012-10-06","http://www.imdb.com/title/tt1597522/"
"887","tt0100814","Thu Sep  4 05:42:02 2014","Thu Sep  4 05:42:02 2014","","Tremors","Feature Film","Ron Underwood","7.2","96","1990","comedy, horror, sci_fi","78309","1990-01-19","http://www.imdb.com/title/tt0100814/"
"888","tt0114720","Thu Sep  4 05:42:15 2014","Thu Sep  4 05:42:15 2014","","Tremors II: Aftershocks","Video","S.S. Wilson","5.9","100","1996","action, comedy, horror, sci_fi, thriller","16210","1996-04-09","http://www.imdb.com/title/tt0114720/"
"889","tt0259685","Thu Sep  4 05:42:22 2014","Thu Sep  4 05:42:22 2014","","Tremors 3: Back to Perfection","Video","Brent Maddock","5.4","104","2001","action, comedy, horror, sci_fi, thriller","9803","2001-10-02","http://www.imdb.com/title/tt0259685/"
"890","tt0334541","Thu Sep  4 05:42:34 2014","Thu Sep  4 05:42:34 2014","","Tremors 4: The Legend Begins","Video","S.S. Wilson","5.3","101","2004","action, comedy, horror, sci_fi, thriller, western","6807","2004-01-02","http://www.imdb.com/title/tt0334541/"
"891","tt2184339","Sun Sep  7 14:48:04 2014","Sun Sep  7 14:48:04 2014","","The Purge","Feature Film","James DeMonaco","5.6","85","2013","horror, thriller","110618","2013-05-02","http://www.imdb.com/title/tt2184339/"
"892","tt2975578","Sun Sep  7 14:48:26 2014","Sun Sep  7 14:48:26 2014","","The Purge: Anarchy","Feature Film","James DeMonaco","6.5","103","2014","action, horror, thriller","63328","2014-07-17","http://www.imdb.com/title/tt2975578/"
"893","tt2109248","Fri Sep 12 15:18:39 2014","Fri Sep 12 15:18:39 2014","","Transformers: Age of Extinction","Feature Film","Michael Bay","5.8","165","2014","action, adventure, sci_fi","196518","2014-06-19","http://www.imdb.com/title/tt2109248/"
"894","tt3371366","Fri Sep 12 15:19:04 2014","Fri Sep 12 15:19:04 2014","","Transformers 5","Feature Film","","","","2017","action, adventure, sci_fi, thriller","","2017","http://www.imdb.com/title/tt3371366/"
"895","tt1291150","Fri Sep 12 15:20:41 2014","Fri Sep 12 15:20:41 2014","","Teenage Mutant Ninja Turtles","Feature Film","Jonathan Liebesman","6.0","101","2014","action, adventure, comedy, fantasy, sci_fi","128326","2014-08-03","http://www.imdb.com/title/tt1291150/"
"896","tt3949660","Fri Sep 12 15:20:45 2014","Fri Sep 12 15:20:45 2014","","Teenage Mutant Ninja Turtles 2","Feature Film","Dave Green","","","2016","action, adventure, comedy, fantasy, sci_fi","","2016-06-01","http://www.imdb.com/title/tt3949660/"
"897","tt0455944","Fri Sep 12 15:29:05 2014","Fri Sep 12 15:29:05 2014","","The Equalizer","Feature Film","Antoine Fuqua","7.2","132","2014","action, crime, thriller","168315","2014-09-07","http://www.imdb.com/title/tt0455944/"
"898","tt3766354","Fri Sep 12 15:29:40 2014","Fri Sep 12 15:29:40 2014","","The Equalizer 2","Feature Film","","","","????","action, crime, thriller","","","http://www.imdb.com/title/tt3766354/"
"899","tt2592614","Fri Sep 12 15:36:41 2014","Fri Sep 12 15:36:41 2014","","Resident Evil: The Final Chapter","Feature Film","Paul W.S. Anderson","","","2016","action, horror, sci_fi, thriller","","2016-09-02","http://www.imdb.com/title/tt2592614/"
"900","tt1392170","Fri Sep 12 15:39:08 2014","Fri Sep 12 15:39:08 2014","","The Hunger Games","Feature Film","Gary Ross","7.3","142","2012","adventure, sci_fi","609604","2012-03-12","http://www.imdb.com/title/tt1392170/"
"901","tt1951264","Fri Sep 12 15:40:05 2014","Fri Sep 12 15:40:05 2014","","The Hunger Games: Catching Fire","Feature Film","Francis Lawrence","7.7","146","2013","adventure, sci_fi","416414","2013-11-11","http://www.imdb.com/title/tt1951264/"
"902","tt1951265","Fri Sep 12 15:40:17 2014","Fri Sep 12 15:40:17 2014","","The Hunger Games: Mockingjay - Part 1","Feature Film","Francis Lawrence","6.8","123","2014","adventure, sci_fi","194999","2014-11-10","http://www.imdb.com/title/tt1951265/"
"903","tt1951266","Fri Sep 12 15:40:47 2014","Fri Sep 12 15:40:47 2014","","The Hunger Games: Mockingjay - Part 2","Feature Film","Francis Lawrence","","","2015","adventure, sci_fi","","2015-11-18","http://www.imdb.com/title/tt1951266/"
